제품코드,제품명,업체명,규격,단위,상한금액,Group
670301440,코살탄정(로사르탄칼륨)_(50mg/1정),코오롱제약(주),1,정,486,losartan potassium (as losartan   45.8mg)
642902780,로자탐정50밀리그램(로사르탄칼륨)_(50mg/1정),일동제약(주),1,정,486,losartan potassium (as losartan   45.8mg)
663600390,로사정(로사르탄칼륨)_(50mg/1정),한국프라임제약(주),1,정,487,losartan potassium (as losartan   45.8mg)
670600620,로카탄정(로사르탄칼륨)_(50mg/1정),(주)휴온스,1,정,487,losartan potassium (as losartan   45.8mg)
657801890,코사탄정(로사르탄칼륨)_(50mg/1정),하나제약(주),1,정,487,losartan potassium (as losartan   45.8mg)
644702820,코스카정(로사르탄칼륨)_(50mg/1정),에스케이케미칼(주),1,정,487,losartan potassium (as losartan   45.8mg)
643501990,오잘탄정50밀리그램(로사르탄칼륨)_(50mg/1정),한미약품(주),1,정,487,losartan potassium (as losartan   45.8mg)
648100520,로사타정(로사르탄칼륨)_(50mg/1정),경동제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
642100300,로자살탄정50밀리그람(로사르탄칼륨)_(50mg/1정),(주)유한양행,1,정,488,losartan potassium (as losartan   45.8mg)
643301180,살로탄정50밀리그램(로자탄칼륨)_(50mg/1정),(주)종근당,1,정,488,losartan potassium (as losartan   45.8mg)
644000960,세자르정50밀리그람(로사르탄칼륨)(수출명:Cezaar Tab. 50mg)_(50mg/1정),삼익제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
642702570,엘자탄정(로사르탄칼륨)_(50mg/1정),동화약품(주),1,정,488,losartan potassium (as losartan   45.8mg)
671801400,원살탄정(로사르탄칼륨)_(50mg/1정),대원제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
649402200,자라탄정(로사르탄칼륨)_(50mg/1정),영일제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
649601970,카로자정(로사르탄칼륨)_(50mg/1정),대우제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
650301340,카자탄정(로사르탄칼륨)_(50mg/1정),진양제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
656000950,코자살탄정50mg(로사르탄칼륨)_(50mg/1정),알리코제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
641702880,일양로자탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),일양약품(주),1,정,435,losartan potassium (as losartan   91.6mg)
653802270,자르탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),신일제약(주),1,정,499,losartan potassium (as losartan   91.6mg)
662502060,아비탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),(주)넥스팜코리아,1,정,555,losartan potassium (as losartan   91.6mg)
640004910,이노엔로자탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),에이치케이이노엔(주),1,정,660,losartan potassium (as losartan   91.6mg)
644000950,세자르정100mg(로사르탄칼륨)_(0.1g/1정),삼익제약(주),1,정,670,losartan potassium (as losartan   91.6mg)
644703420,코스카정100mg(로사르탄칼륨)_(0.1g/1정),에스케이케미칼(주),1,정,686,losartan potassium (as losartan   91.6mg)
665507780,뉴로탄정100mg(로사르탄칼륨)_(0.1g/1정),한국유니온제약(주),1,정,688,losartan potassium (as losartan   91.6mg)
649104480,로사르정100mg(로사르탄칼륨)_(0.1g/1정),한국휴텍스제약(주),1,정,802,losartan potassium (as losartan   91.6mg)
625200440,로사탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),(주)화이트생명과학,1,정,802,losartan potassium (as losartan   91.6mg)
669501670,로자인정100mg(로사르탄칼륨)_(0.1g/1정),(주)씨티씨바이오,1,정,802,losartan potassium (as losartan   91.6mg)
694001170,베아로탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),대웅바이오(주),1,정,802,losartan potassium (as losartan   91.6mg)
656204790,로사틴정100밀리그램(로사르탄칼륨)_(0.1g/1정),(주)바스칸바이오제약,1,정,802,losartan potassium (as losartan   91.6mg)
656004640,코자살탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),알리코제약(주),1,정,802,losartan potassium (as losartan   91.6mg)
648506680,로자신정100밀리그램(로사르탄칼륨)_(0.1g/1정),신풍제약(주),1,정,838,losartan potassium (as losartan   91.6mg)
693901930,코살정100밀리그램(로사르탄칼륨)_(0.1g/1정),(주)셀트리온제약,1,정,872,losartan potassium (as losartan   91.6mg)
642503350,코자르탄정100mg(로사르탄칼륨)_(0.1g/1정),동아에스티(주),1,정,884,losartan potassium (as losartan   91.6mg)
73100250,코자정100밀리그램(로사르탄칼륨)_(0.1g/1정),한국오가논(주),1,정,918,losartan potassium (as losartan   91.6mg)
642900320,로자탐정100밀리그램(로사르탄칼륨)_(0.1g/1정),일동제약(주),1,정,929,losartan potassium (as losartan   91.6mg)
643501980,오잘탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),한미약품(주),1,정,937,losartan potassium (as losartan   91.6mg)
641901160,비알살탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),(주)보령,1,정,940,losartan potassium (as losartan   91.6mg)
642100310,로자살탄정100밀리그람(로사르탄칼륨)_(0.1g/1정),(주)유한양행,1,정,941,losartan potassium (as losartan   91.6mg)
643304570,살로탄정100밀리그램(로자탄칼륨)_(0.1g/1정),(주)종근당,1,정,941,losartan potassium (as losartan   91.6mg)
670606660,로카탄정100mg(로사르탄칼륨)_(0.1g/1정),(주)휴온스,1,정,943,losartan potassium (as losartan   91.6mg)
657307640,프로자탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),(주)동구바이오제약,1,정,943,losartan potassium (as losartan   91.6mg)
640000310,마디핀정10밀리그램(마니디핀염산염)_(10mg/1정),에이치케이이노엔(주),1,정,380,manidipine hydrochloride   10mg
640000320,마디핀정(마니디핀염산염)_(20mg/1정),에이치케이이노엔(주),1,정,714,manidipine hydrochloride   20mg
642901130,아서프릴정4밀리그램(페린도프릴-t-부틸아민)_(4mg/1정),일동제약(주),1,정,447,perindopril tertbutylamine   4mg
676300060,아서틸정4밀리그람(페린도프릴-t-부틸아민)_(4mg/1정),한국세르비에(주),1,정,485,perindopril tertbutylamine   4mg
676300070,아서틸정8밀리그람(페린도프릴-t-부틸아민)_(8mg/1정),한국세르비에(주),1,정,973,perindopril tertbutylamine   8mg
643304170,하트프릴정2.5밀리그램(라미프릴)_(2.5mg/1정),(주)종근당,1,정,206,ramipril   2.5mg
652101420,트리테이스정2.5밀리그람(라미프릴)_(2.5mg/1정),(주)한독,1,정,285,ramipril   2.5mg
652101430,트리테이스정5밀리그람(라미프릴)_(5mg/1정),(주)한독,1,정,484,ramipril   5mg
643304180,하트프릴프로텍트정(라미프릴)_(10mg/1정),(주)종근당,1,정,624,ramipril   10mg
652101440,트리테이스프로텍트정(라미프릴)_(10mg/1정),(주)한독,1,정,733,ramipril   10mg
657202170,유니발탄정80밀리그램(발사르탄)_(80mg/1정),환인제약(주),1,정,314,valsartan   80mg
643702980,발사르정80밀리그램(발사르탄)_(80mg/1정),국제약품(주),1,정,414,valsartan   80mg
642203130,부광발사르탄정80밀리그램_(80mg/1정),부광약품(주),1,정,422,valsartan   80mg
649505260,발산정80밀리그램(발사르탄)_(80mg/1정),유니메드제약(주),1,정,434,valsartan   80mg
647301560,씨르탄정80밀리그램(발사르탄)_(80mg/1정),에이치엘비제약(주),1,정,446,valsartan   80mg
671702870,발사르텔정80밀리그램(발사르탄)_(80mg/1정),주식회사제뉴원사이언스,1,정,446,valsartan   80mg
649001100,디에스반정80밀리그램(발사르탄)_(80mg/1정),풍림무약(주),1,정,446,valsartan   80mg
694001220,디오브이정80mg(발사르탄)_(80mg/1정),대웅바이오(주),1,정,446,valsartan   80mg
652601720,맥스디오정80mg(발사르탄)_(80mg/1정),알보젠코리아(주),1,정,446,valsartan   80mg
645403760,디오발탄정80밀리그램(발사르탄)_(80mg/1정),제일약품(주),1,정,446,valsartan   80mg
657805120,바라탄정80밀리그램(발사르탄)_(80mg/1정),하나제약(주),1,정,446,valsartan   80mg
669501580,바레탄정80mg(발사르탄)_(80mg/1정),(주)씨티씨바이오,1,정,446,valsartan   80mg
625200500,바사탄정80밀리그램(발사르탄)_(80mg/1정),(주)화이트생명과학,1,정,446,valsartan   80mg
642003790,현대발사르탄정80밀리그램(발사르탄)_(80mg/1정),현대약품(주),1,정,446,valsartan   80mg
649103470,발사르반정80mg(발사르탄)_(80mg/1정),한국휴텍스제약(주),1,정,446,valsartan   80mg
647205140,코발탄정80밀리그램(발사르탄)_(80mg/1정),한국코러스(주),1,정,446,valsartan   80mg
60500860,메가발탄정80밀리그램(발사르탄)_(80mg/1정),(주)엘앤씨바이오,1,정,446,valsartan   80mg
644912380,발사렉트정80밀리그램(발사르탄)_(80mg/1정),제이더블유중외제약(주),1,정,466,valsartan   80mg
641803990,브이반정80밀리그램(발사르탄)_(80mg/1정),광동제약(주),1,정,471,valsartan   80mg
656002670,디오르반정80mg(발사르탄)_(80mg/1정),알리코제약(주),1,정,484,valsartan   80mg
670104000,바르반정80mg(발사르탄)_(80mg/1정),(주)팜젠사이언스,1,정,485,valsartan   80mg
650203010,디큐반정80mg(발사르탄)_(80mg/1정),안국약품(주),1,정,512,valsartan   80mg
653600210,디오반필름코팅정80밀리그램(발사르탄)_(80mg/1정),한국노바티스(주),1,정,514,valsartan   80mg
648506630,디발탄정80밀리그램(발사르탄)_(80mg/1정),신풍제약(주),1,정,517,valsartan   80mg
642506610,바로살탄정80밀리그램(발사르탄)_(80mg/1정),동아에스티(주),1,정,520,valsartan   80mg
642904250,디오패스정80밀리그램(발사르탄)_(80mg/1정),일동제약(주),1,정,520,valsartan   80mg
642104030,디오살탄정80밀리그램(발사르탄)_(80mg/1정),(주)유한양행,1,정,521,valsartan   80mg
671804280,디오르탄정80밀리그램(발사르탄)_(80mg/1정),대원제약(주),1,정,524,valsartan   80mg
643304800,발사벨정80밀리그램(발사르탄)_(80mg/1정),(주)종근당,1,정,524,valsartan   80mg
647802940,엑스반정80밀리그램(발사르탄)_(80mg/1정),삼진제약(주),1,정,524,valsartan   80mg
640901440,디오탄정80밀리그램(발사르탄)_(80mg/1정),(주)일화,1,정,525,valsartan   80mg
644306210,디잔틴정(발사르탄)_(80mg/1정),한국유나이티드제약(주),1,정,525,valsartan   80mg
645903700,발탄필름코팅정80밀리그람(발사르탄)_(80mg/1정),동광제약(주),1,정,525,valsartan   80mg
649602940,사르반정80밀리그램(발사르탄)_(80mg/1정),대우제약(주),1,정,525,valsartan   80mg
652902350,사르발탄정80밀리그램(발사르탄)_(80mg/1정),(주)서울제약,1,정,525,valsartan   80mg
653803180,네오반정80밀리그램(발사르탄)_(80mg/1정),신일제약(주),1,정,525,valsartan   80mg
642203080,부광발사르탄정160밀리그램_(0.16g/1정),부광약품(주),1,정,423,valsartan   0.16g
641803950,브이반정160밀리그램(발사르탄)_(0.16g/1정),광동제약(주),1,정,471,valsartan   0.16g
644912460,발사렉트정160밀리그램(발사르탄)_(0.16g/1정),제이더블유중외제약(주),1,정,487,valsartan   0.16g
671702810,발사르텔정160밀리그램(발사르탄)_(0.16g/1정),주식회사제뉴원사이언스,1,정,527,valsartan   0.16g
652902340,사르발탄정160밀리그램(발사르탄)_(0.16g/1정),(주)서울제약,1,정,588,valsartan   0.16g
657201290,유니발탄정160밀리그램(발사르탄)_(0.16g/1정),환인제약(주),1,정,652,valsartan   0.16g
643703080,발사르정160밀리그램(발사르탄)_(0.16g/1정),국제약품(주),1,정,718,valsartan   0.16g
645903690,발탄필름코팅정160밀리그람(발사르탄)_(0.16g/1정),동광제약(주),1,정,727,valsartan   0.16g
640006040,발사원정160밀리그램(발사르탄)_(0.16g/1정),에이치케이이노엔(주),1,정,782,valsartan   0.16g
649805490,발사닌정160밀리그램(발사르탄)_(0.16g/1정),명문제약(주),1,정,786,valsartan   0.16g
645403800,디오발탄정160밀리그램(발사르탄)_(0.16g/1정),제일약품(주),1,정,788,valsartan   0.16g
650203020,디큐반정160mg(발사르탄)_(0.16g/1정),안국약품(주),1,정,796,valsartan   0.16g
643305120,발사벨정160밀리그램(발사르탄)_(0.16g/1정),(주)종근당,1,정,805,valsartan   0.16g
669501590,바레탄정160mg(발사르탄)_(0.16g/1정),(주)씨티씨바이오,1,정,808,valsartan   0.16g
652601710,맥스디오정160mg(발사르탄)_(0.16g/1정),알보젠코리아(주),1,정,830,valsartan   0.16g
694001230,디오브이정160mg(발사르탄)_(0.16g/1정),대웅바이오(주),1,정,830,valsartan   0.16g
654304690,뉴사탄정160밀리그램(발사르탄)_(0.16g/1정),오스틴제약(주),1,정,830,valsartan   0.16g
649001430,디에스반정160밀리그램(발사르탄)_(0.16g/1정),풍림무약(주),1,정,830,valsartan   0.16g
657805040,바라탄정160밀리그램(발사르탄)_(0.16g/1정),하나제약(주),1,정,830,valsartan   0.16g
625200510,바사탄정160밀리그램(발사르탄)_(0.16g/1정),(주)화이트생명과학,1,정,830,valsartan   0.16g
654004210,사디반정160밀리그램(발사르탄)_(0.16g/1정),아주약품(주),1,정,830,valsartan   0.16g
642003800,현대발사르탄정160밀리그램(발사르탄)_(0.16g/1정),현대약품(주),1,정,830,valsartan   0.16g
649103440,발사르반정160mg(발사르탄)_(0.16g/1정),한국휴텍스제약(주),1,정,830,valsartan   0.16g
656004660,디오르반정160mg(발사르탄)_(0.16g/1정),알리코제약(주),1,정,830,valsartan   0.16g
53600600,뉴발사타반정160밀리그램(발사르탄)_(0.16g/1정),안국뉴팜(주),1,정,830,valsartan   0.16g
647205150,코발탄정160밀리그램(발사르탄)_(0.16g/1정),한국코러스(주),1,정,830,valsartan   0.16g
647303380,씨르탄정160밀리그램(발사르탄)_(0.16g/1정),에이치엘비제약(주),1,정,830,valsartan   0.16g
670501490,디오잘탄정160mg(발사르탄)_(0.16g/1정),(주)보령바이오파마,1,정,830,valsartan   0.16g
690302370,하트반정160mg(발사르탄)_(0.16g/1정),(주)라이트팜텍,1,정,830,valsartan   0.16g
57600640,발사텍정160밀리그램(발사르탄)_(0.16g/1정),주식회사다나젠,1,정,830,valsartan   0.16g
660703380,브이디오정160밀리그램(발사르탄)_(0.16g/1정),위더스제약(주),1,정,830,valsartan   0.16g
657308280,동구발사르탄정160밀리그램_(0.16g/1정),(주)동구바이오제약,1,정,830,valsartan   0.16g
622803710,에살탄정160mg(발사르탄)_(0.16g/1정),(주)마더스제약,1,정,830,valsartan   0.16g
671804270,디오르탄정160mg(발사르탄)_(0.16g/1정),대원제약(주),1,정,895,valsartan   0.16g
653806240,네오반정160밀리그램(발사르탄)_(0.16g/1정),신일제약(주),1,정,898,valsartan   0.16g
670104010,바르반정160mg(발사르탄)_(0.16g/1정),(주)팜젠사이언스,1,정,902,valsartan   0.16g
648506620,디발탄정 160밀리그램(발사르탄)_(0.16g/1정),신풍제약(주),1,정,931,valsartan   0.16g
653600180,디오반필름코팅정160밀리그램(발사르탄)_(0.16g/1정),한국노바티스(주),1,정,935,valsartan   0.16g
642904240,디오패스정160밀리그램(발사르탄)_(0.16g/1정),일동제약(주),1,정,937,valsartan   0.16g
642104020,디오살탄정160밀리그램(발사르탄)_(0.16g/1정),(주)유한양행,1,정,938,valsartan   0.16g
642506480,바로살탄정160밀리그램(발사르탄)_(0.16g/1정),동아에스티(주),1,정,939,valsartan   0.16g
644308210,디잔틴정160밀리그램(발사르탄)_(0.16g/1정),한국유나이티드제약(주),1,정,947,valsartan   0.16g
648102940,발트렙정160밀리그램(발사르탄)_(0.16g/1정),경동제약(주),1,정,947,valsartan   0.16g
647803700,엑스반정160밀리그램(발사르탄)_(0.16g/1정),삼진제약(주),1,정,972,valsartan   0.16g
658602540,디로탄정160mg(발사르탄)_(0.16g/1정),이연제약(주),1,정,976,valsartan   0.16g
644913380,발사렉트정40밀리그램(발사르탄)_(40mg/1정),제이더블유중외제약(주),1,정,316,valsartan   40mg
653600200,디오반필름코팅정40밀리그램(발사르탄)_(40mg/1정),한국노바티스(주),1,정,352,valsartan   40mg
642506620,바로살탄정40밀리그램(발사르탄)_(40mg/1정),동아에스티(주),1,정,358,valsartan   40mg
642104090,디오살탄정40밀리그램(발사르탄)_(40mg/1정),(주)유한양행,1,정,358,valsartan   40mg
642904330,디오패스정40밀리그램(발사르탄)_(40mg/1정),일동제약(주),1,정,358,valsartan   40mg
643305150,발사벨정40밀리그램(발사르탄)_(40mg/1정),(주)종근당,1,정,358,valsartan   40mg
653600190,디오반필름코팅정320밀리그램(발사르탄)_(0.32g/1정),한국노바티스(주),1,정,"1,747",valsartan   0.32g
648500610,로자신플러스정_(1정),신풍제약(주),1,정,203,losartan potassium (as losartan   45.8mg)
652600670,로사맥스플러스정_(1정),알보젠코리아(주),1,정,253,losartan potassium (as losartan   45.8mg)
669900550,대한뉴팜로잘탄플러스정_(1정),대한뉴팜(주),1,정,282,losartan potassium (as losartan   45.8mg)
646000490,로지텐플러스정_(1정),(주)메디카코리아,1,정,282,losartan potassium (as losartan   45.8mg)
645405260,제로살탄플러스정_(1정),제일약품(주),1,정,353,losartan potassium (as losartan   45.8mg)
658600240,로자칼플러스정_(1정),이연제약(주),1,정,369,losartan potassium (as losartan   45.8mg)
648201690,코사틴플러스정_(1정),(주)유영제약,1,정,391,losartan potassium (as losartan   45.8mg)
661901630,코잘탄-플러스정_(1정),영풍제약(주),1,정,392,losartan potassium (as losartan   45.8mg)
640001630,이노엔로자탄플러스정_(1정),에이치케이이노엔(주),1,정,393,losartan potassium (as losartan   45.8mg)
654303760,코자탄플러스정_(1정),오스틴제약(주),1,정,412,losartan potassium (as losartan   45.8mg)
655600440,로살탄플러스정_(1정),한올바이오파마(주),1,정,415,losartan potassium (as losartan   45.8mg)
647300260,로자틴플러스정_(1정),에이치엘비제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
640900290,로자타플러스정_(1정),(주)일화,1,정,415,losartan potassium (as losartan   45.8mg)
652300190,로자플러스정_(1정),(주)파마킹,1,정,415,losartan potassium (as losartan   45.8mg)
621802080,로사플러스정_(1정),(주)한국파비스제약,1,정,415,losartan potassium (as losartan   45.8mg)
651500370,로사트플러스정_(1정),(주)하원제약,1,정,415,losartan potassium (as losartan   45.8mg)
644800540,로핀플러스정_(1정),태극제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
649800570,로사닌플러스정_(1정),명문제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
646203850,로사르젠플러스정_(1정),(주)뉴젠팜,1,정,415,losartan potassium (as losartan   45.8mg)
625200290,로사탄플러스정_(1정),(주)화이트생명과학,1,정,415,losartan potassium (as losartan   45.8mg)
622801660,로자플엠정_(1정),(주)마더스제약,1,정,415,losartan potassium (as losartan   45.8mg)
669700180,로잘핀플러스정_(1정),에스피씨(주),1,정,415,losartan potassium (as losartan   45.8mg)
645901310,로제트플러스정_(1정),동광제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
693201150,로탄플러스정_(1정),(주)한국글로벌제약,1,정,415,losartan potassium (as losartan   45.8mg)
645201200,루자탄플러스정_(1정),(주)에이프로젠바이오로직스,1,정,415,losartan potassium (as losartan   45.8mg)
671801420,원살탄플러스정_(1정),대원제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
652901490,자로탄플러스정_(1정),(주)서울제약,1,정,415,losartan potassium (as losartan   45.8mg)
649604580,카로자플러스정_(1정),대우제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
698502230,코로자플러스정_(1정),(주)테라젠이텍스,1,정,415,losartan potassium (as losartan   45.8mg)
658501930,코사로탄플러스정_(1정),익수제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
628800550,코자휴플러스정_(1정),(주)휴비스트제약,1,정,415,losartan potassium (as losartan   45.8mg)
651202210,하이로자정_(1정),삼천당제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
694001150,베아로탄플러스정_(1정),대웅바이오(주),1,정,415,losartan potassium (as losartan   45.8mg)
662503470,클로탄플러스정_(1정),(주)넥스팜코리아,1,정,415,losartan potassium (as losartan   45.8mg)
656004500,코자살탄플러스정_(1정),알리코제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
649103540,로사르플러스정_(1정),한국휴텍스제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
693902640,코살플러스정_(1정),(주)셀트리온제약,1,정,415,losartan potassium (as losartan   45.8mg)
689000610,코자뉴플러스정_(1정),(주)시어스제약,1,정,415,losartan potassium (as losartan   45.8mg)
654701960,로코탄플러스정_(1정),케이엠에스제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
658106490,로사탈플러스정_(1정),(유)한풍제약,1,정,415,losartan potassium (as losartan   45.8mg)
57600180,로사텍플러스정_(1정),주식회사다나젠,1,정,415,losartan potassium (as losartan   45.8mg)
678601580,뉴코사르플러스정_(1정),(주)다산제약,1,정,415,losartan potassium (as losartan   45.8mg)
649001420,엘살탄플러스정_(1정),풍림무약(주),1,정,415,losartan potassium (as losartan   45.8mg)
623006480,엔티로자탄플러스정_(1정),한국신텍스제약(주),1,정,415,losartan potassium (as losartan   45.8mg)
628901580,로자딘플러스정_(1정),(주)이든파마,1,정,415,losartan potassium (as losartan   45.8mg)
643700170,국제로잘탄플러스정_(1정),국제약품(주),1,정,480,losartan potassium (as losartan   45.8mg)
658200350,로제틴플러스정_(1정),(주)비보존제약,1,정,480,losartan potassium (as losartan   45.8mg)
665500290,뉴로탄플러스정_(1정),한국유니온제약(주),1,정,483,losartan potassium (as losartan   45.8mg)
660700340,로더플러스정_(1정),위더스제약(주),1,정,485,losartan potassium (as losartan   45.8mg)
670301450,코살탄플러스정_(1정),코오롱제약(주),1,정,485,losartan potassium (as losartan   45.8mg)
73100340,코자플러스정_(1정),한국오가논(주),1,정,486,losartan potassium (as losartan   45.8mg)
643502010,오잘탄플러스정50/12.5밀리그램_(1정),한미약품(주),1,정,487,losartan potassium (as losartan   45.8mg)
642402050,로자칸플러스정_(1정),영진약품(주),1,정,488,losartan potassium (as losartan   45.8mg)
644300950,로잘플러스정_(1정),한국유나이티드제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
670606730,로카탄플러스정_(1정),(주)휴온스,1,정,488,losartan potassium (as losartan   45.8mg)
643301200,살로탄플러스정_(1정),(주)종근당,1,정,488,losartan potassium (as losartan   45.8mg)
644000980,세자르플러스정_(1정),삼익제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
644703770,에스케이코스카플러스정_(1정),에스케이케미칼(주),1,정,488,losartan potassium (as losartan   45.8mg)
649402220,자라탄플러스정_(1정),영일제약(주),1,정,488,losartan potassium (as losartan   45.8mg)
652300180,로자플러스에프정_(1정),(주)파마킹,1,정,535,losartan potassium (as losartan   91.6mg)
671801410,원살탄플러스에프정_(1정),대원제약(주),1,정,545,losartan potassium (as losartan   91.6mg)
645604510,대화로자탄플러스에프정_(1정),대화제약(주),1,정,545,losartan potassium (as losartan   91.6mg)
649800560,로사닌플러스에프정_(1정),명문제약(주),1,정,545,losartan potassium (as losartan   91.6mg)
669501790,로자인플러스에프정_(1정),(주)씨티씨바이오,1,정,545,losartan potassium (as losartan   91.6mg)
641904710,비알살탄플러스에프정_(1정),(주)보령,1,정,545,losartan potassium (as losartan   91.6mg)
656204870,로사틴플러스에프정_(1정),(주)바스칸바이오제약,1,정,545,losartan potassium (as losartan   91.6mg)
649104570,로사르플러스에프정_(1정),한국휴텍스제약(주),1,정,545,losartan potassium (as losartan   91.6mg)
670502200,코자로탄플러스에프정_(1정),(주)보령바이오파마,1,정,545,losartan potassium (as losartan   91.6mg)
642903060,로자탐플러스에프정_(1정),일동제약(주),1,정,575,losartan potassium (as losartan   91.6mg)
643301190,살로탄플러스에프정_(1정),(주)종근당,1,정,579,losartan potassium (as losartan   91.6mg)
642505210,코자르탄플러스에프정_(1정),동아에스티(주),1,정,639,losartan potassium (as losartan   91.6mg)
73100350,코자플러스에프정_(1정),한국오가논(주),1,정,639,losartan potassium (as losartan   91.6mg)
642100320,로자살탄플러스에프정_(1정),(주)유한양행,1,정,640,losartan potassium (as losartan   91.6mg)
644000970,세자르플러스에프정_(1정),삼익제약(주),1,정,640,losartan potassium (as losartan   91.6mg)
644703780,에스케이코스카플러스에프정_(1정),에스케이케미칼(주),1,정,640,losartan potassium (as losartan   91.6mg)
648100530,로사타플러스에프정_(1정),경동제약(주),1,정,641,losartan potassium (as losartan   91.6mg)
670606830,로카탄플러스에프정_(1정),(주)휴온스,1,정,641,losartan potassium (as losartan   91.6mg)
643502020,오잘탄플러스정100/25밀리그램_(1정),한미약품(주),1,정,641,losartan potassium (as losartan   91.6mg)
640005470,이노엔로자탄플러스프로정_(1정),에이치케이이노엔(주),1,정,286,losartan potassium (as losartan   91.6mg)
641703510,일양로자탄플러스프로정_(1정),일양약품(주),1,정,318,losartan potassium (as losartan   91.6mg)
644002750,세자르플러스프로정_(1정),삼익제약(주),1,정,397,losartan potassium (as losartan   91.6mg)
671804560,원살탄플러스프로정_(1정),대원제약(주),1,정,397,losartan potassium (as losartan   91.6mg)
642402060,로자칸플러스프로정_(1정),영진약품(주),1,정,429,losartan potassium (as losartan   91.6mg)
694001140,베아로탄플러스프로정_(1정),대웅바이오(주),1,정,546,losartan potassium (as losartan   91.6mg)
643502000,오잘탄플러스정100/12.5밀리그램_(1정),한미약품(주),1,정,547,losartan potassium (as losartan   91.6mg)
657804520,코사탄플러스프로정_(1정),하나제약(주),1,정,577,losartan potassium (as losartan   91.6mg)
642505200,코자르탄플러스프로정_(1정),동아에스티(주),1,정,637,losartan potassium (as losartan   91.6mg)
73100360,코자플러스프로정_(1정),한국오가논(주),1,정,638,losartan potassium (as losartan   91.6mg)
642103100,로자살탄플러스프로정_(1정),(주)유한양행,1,정,639,losartan potassium (as losartan   91.6mg)
643301210,살로탄플러스프로정_(1정),(주)종근당,1,정,642,losartan potassium (as losartan   91.6mg)
647802950,엑스반플러스정80/12.5밀리그램_(1정),삼진제약(주),1,정,429,valsartan   80mg
642402080,코디오칸정80/12.5밀리그람_(1정),영진약품(주),1,정,429,valsartan   80mg
640005890,발사원플러스정80/12.5밀리그램_(1정),에이치케이이노엔(주),1,정,447,valsartan   80mg
652601740,맥스디오플러스정80/12.5mg_(1정),알보젠코리아(주),1,정,462,valsartan   80mg
669501760,바레탄플러스정80/12.5mg_(1정),(주)씨티씨바이오,1,정,462,valsartan   80mg
652902300,사르발탄플러스정80/12.5_(1정),(주)서울제약,1,정,462,valsartan   80mg
653401540,코바소탄정80/12.5밀리그램_(1정),동국제약(주),1,정,462,valsartan   80mg
644912390,코발사렉트정80/12.5mg_(1정),제이더블유중외제약(주),1,정,462,valsartan   80mg
651502570,코플렉스정80/12.5mg_(1정),(주)하원제약,1,정,462,valsartan   80mg
621801180,발미탄정_(1정),(주)한국파비스제약,1,정,462,valsartan   80mg
658602040,디로탄플러스정_(1정),이연제약(주),1,정,462,valsartan   80mg
641803860,브이반플러스정80.0/12.5밀리그램_(1정),광동제약(주),1,정,462,valsartan   80mg
649805390,발사닌플러스정80/12.5밀리그램_(1정),명문제약(주),1,정,462,valsartan   80mg
625200610,바사탄플러스정80/12.5밀리그램_(1정),(주)화이트생명과학,1,정,462,valsartan   80mg
640902530,발사탄플러스정80/12.5밀리그램_(1정),(주)일화,1,정,462,valsartan   80mg
647302870,씨르탄플러스정_(1정),에이치엘비제약(주),1,정,462,valsartan   80mg
645403770,코디오발탄정80/12.5밀리그램_(1정),제일약품(주),1,정,462,valsartan   80mg
644002150,하이든플러스정 80/12.5밀리그램_(1정),삼익제약(주),1,정,462,valsartan   80mg
642001680,코디바드정80/12.5밀리그램_(1정),현대약품(주),1,정,462,valsartan   80mg
694001270,디오브이플러스정80/12.5mg_(1정),대웅바이오(주),1,정,462,valsartan   80mg
670501570,코디오잘탄정80/12.5밀리그램_(1정),(주)보령바이오파마,1,정,462,valsartan   80mg
